Taekwang Industrial Co., Ltd.;KR7003240009;;KOREA, REPUBLIC OF
Taiwan Styrene Monomer Corporation;TW0001310001;;TAIWAN, PROVINCE OF CHINA
Taiyuan Heavy Industry Co., Ltd.;CNE000000X12;3003004YIOTZ8AZK7W04;CHINA
Talos Energy Inc.;US87484T1088;549300OKFHZ84SFJFT95;UNITED STATES
Tamar Petroleum Ltd;IL0011413577;;ISRAEL
Tamarack Valley Energy Ltd.;CA87505Y4094;549300TLKPX8BE14MH06;CANADA
TAQA Morocco S.A.;MA0000012205;;MOROCCO
Targa Resources Corp.;US87612G1013;5493003QENHHS261UR94;UNITED STATES
TBEA Co., Ltd.;CNE000000RB8;300300NIEBMOQ4DNLE36;CHINA
TC Energy Corporation;CA87807B1076;549300UGKOFV2IWJJG27;CANADA
Technip Energies N.V.;NL0014559478;;FRANCE
Tellurian Inc.;US87968A1043;254900ZYXZHH5MQG6H78;UNITED STATES
Tenaga Nasional Berhad;MYL5347OO009;549300FV8X6UID6I1413;MALAYSIA
Terex Corporation;US8807791038;YAWJZJYEQ7M1SYMOS462;UNITED STATES
TerraCom Limited;AU000000TER9;5299008CZ6QOXMYKVY20;AUSTRALIA
Tethys Oil AB (publ);SE0020180917;;SWEDEN
TETRA Technologies, Inc.;US88162F1057;549300T5W131705EK832;UNITED STATES
TGS ASA;NO0003078800;549300NUPLAXPB0WYH90;NORWAY
Thai Oil Public Company Limited;TH0796010005;549300HG5527UPZLTT69;THAILAND
The Drilling Company of 1972 A/S;DK0061135753;549300Q6RULS8O2KBM54;DENMARK
The Great Eastern Shipping Company Limited;INE017A01032;;INDIA
The Hong Kong and China Gas Company Limited;HK0003000038;254900P7BETXGC7YU827;HONG KONG
The Hub Power Company Limited;PK0065001015;;PAKISTAN
The Okinawa Electric Power Company, Incorporated;JP3194700005;;JAPAN
The Siam Cement Public Company Limited;TH0003010Z04;529900SEH9QK8ZZDCQ89;THAILAND
The Williams Companies, Inc.;US9694571004;D71FAKCBLFS2O0RBPG08;UNITED STATES
Thoresen Thai Agencies Public Company Limited;TH0535010Z05;254900YPPYA6ETOH4873;THAILAND
Thungela Resources Limited;ZAE000296554;;SOUTH AFRICA
Tian Lun Gas Holdings Limited;KYG843961031;529900S7M3E7M2CXPQ78;CHINA
Tiandi Science & Technology Co.Ltd;CNE000001B90;;CHINA
Tide Water Oil Co. (India) Limited;INE484C01030;3358008MGQ8OSJKRI132;INDIA
TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD.;CA8864531097;549300JX7XAI5IS46I55;CANADA
Tigers Realm Coal Limited;AU000000TIG3;;RUSSIAN FEDERATION
Titas Gas Transmission and Distribution Company Limited;BD0311TGAS01;;BANGLADESH
TOA Oil Co., Ltd.;JP3556800005;;JAPAN
Toho Acetylene Co., Ltd.;JP3599400003;;JAPAN
Toho Gas Co., Ltd.;JP3600200004;353800BCVTE4F8012906;JAPAN
Tohoku Electric Power Company, Incorporated;JP3605400005;;JAPAN
Tokyo Gas Co.,Ltd.;JP3573000001;353800678EIJLOQSWZ83;JAPAN
Top Frontier Investment Holdings, Inc.;PHY8898C1046;;PHILIPPINES
Top Resource Energy Co., Ltd.;CNE100001H43;;CHINA
Tosoh Corporation;JP3595200001;529900YSLFVJF2MDBX02;JAPAN
Total Energy Services Inc.;CA89154B1022;549300R3W0R3EV800D58;CANADA
Touchstone Exploration Inc.;CA89156L1085;2138008URBSUC1J24J73;CANADA
Tourmaline Oil Corp.;CA89156V1067;549300LCHLN94A7Y1572;CANADA
Towngas Smart Energy Company Limited;KYG8972T1067;254900BX211RVPV37P96;HONG KONG
TPI Polene Power Public Company Limited;TH7534010007;;THAILAND
TransAlta Corporation;CA89346D1078;GJZNVO2UY6DNFNIYH321;CANADA
TransAlta Renewables Inc.;CA8934631091;;CANADA
TransGlobe Energy Corporation;CA8936621066;;CANADA
Transocean Ltd.;CH0048265513;529900QO4W5DQGBGEF32;SWITZERLAND
Trecora Resources;US8946481046;549300YM7091ZVQS2B12;UNITED STATES
TREVI - Finanziaria Industriale S.p.A.;IT0005422768;815600FE9E92D9D6C309;ITALY
Trican Well Service Ltd.;CA8959451037;5493003PMAE3KEW1DL91;CANADA
Tullow Oil plc;GB0001500809;2138003EYHWO75RKS857;UNITED KINGDOM
UGI Corporation;US9026811052;DX6GCWD4Q1JO9CRE5I40;UNITED STATES
Unit Corporation;US9092184061;549300XGK22FZCTN8B67;UNITED STATES
United Company RUSAL, International Public Joint-Stock Company;RU000A1025V3;213800WNO9IQTTI4PG55;RUSSIAN FEDERATION
United Energy Group Limited;BMG9231L1081;;HONG KONG
Univentures Public Company Limited;TH0136010Z02;;THAILAND
VAALCO Energy, Inc.;US91851C2017;;UNITED STATES
Valaris Limited;BMG9460G1015;7N0UJMJLXD0MDT5D5086;BERMUDA
Valero Energy Corporation;US91913Y1001;549300XTO5VR8SKV1V74;UNITED STATES
Valeura Energy Inc.;CA9191444020;2549003ZBCOPPO06GY48;CANADA
Valvoline Inc.;US92047W1018;549300CMHPBEY6VPOT75;UNITED STATES
Velesto Energy Berhad;MYL5243OO000;;MALAYSIA
Vermilion Energy Inc.;CA9237251058;WT03B8BB1IX8WI9ZGV02;CANADA
Vertex Energy, Inc.;US92534K1079;549300TTMSREGCR7D585;UNITED STATES
Videocon Industries Limited;INE703A01011;;INDIA
Vinacomin - DeoNai Coal JSC;VN000000TDN1;;VIET NAM
Vinacomin - Ha Tu Coal JSC;VN000000THT9;;VIET NAM
Vinacomin - Nui Beo Coal JSC;VN000000NBC1;;VIET NAM
Vital Energy, Inc.;US5168062058;549300X0PTWU2QSLSL14;UNITED STATES
W&T Offshore, Inc.;US92922P1066;549300Q7EOY2YIO3YK85;UNITED STATES
Wangneng Environment Co.,Ltd;CNE000001KW7;;CHINA
Wanhua Chemical Group Co., Ltd.;CNE0000016J9;;CHINA
Warrego Energy Limited;AU0000042525;;AUSTRALIA
Warrior Met Coal, Inc.;US93627C1018;549300152B1S9YKBYV79;UNITED STATES
Washington H. Soul Pattinson and Company Limited;AU000000SOL3;549300G2Q3P6ZVNC1465;AUSTRALIA
WD-40 Company;US9292361071;549300UZHTN0CNKBOB19;UNITED STATES
Weatherford International plc;IE00BLNN3691;529900LPBDSCQDJKHQ39;UNITED STATES
Western Energy Services Corp.;CA9581596009;;CANADA
White Energy Company Limited;AU000000WEC5;5299005PVFY46YFZIY75;AUSTRALIA
Whitecap Resources Inc.;CA96467A2002;5493004AMPGZA0JO5Q37;CANADA
Whitehaven Coal Limited;AU000000WHC8;529900WCZ4I6ZO3RRP86;AUSTRALIA
Whiting Petroleum Corporation;US9663875089;;UNITED STATES
Wintime Energy Group Co.,Ltd.;CNE000000WD4;300300W8M7JY3INMAS32;CHINA
Wonik Holdings Co.,Ltd.;KR7030530000;;KOREA, REPUBLIC OF
WONIK Materials Co.,Ltd.;KR7104830005;;KOREA, REPUBLIC OF
Woodside Energy Group Ltd;AU0000224040;2549005ZC5RXAOO7FH41;AUSTRALIA
Wuchan Zhongda Group Co.,Ltd.;CNE000000KF4;300300PA9D9DEGG5M059;CHINA
Xinjiang Torch Gas Co., Ltd;CNE100002T22;;CHINA
Xinjiang Xintai Natural Gas Co., Ltd.;CNE100003J56;;CHINA
Yanbu National Petrochemical Company;SA000A0HNF36;;SAUDI ARABIA
Yancoal Australia Ltd;AU000000YAL0;3003003IC6G39HKQAD13;AUSTRALIA
Yangarra Resources Ltd.;CA98474P5013;5493007KXYEO5BVIF556;CANADA
Yankuang Energy Group Company Limited;CNE1000004Q8;3003005N7A6HYZ4Z0K39;CHINA
Yantai Jereh Oilfield Services Group Co., Ltd.;CNE100000L55;300300QPHWK638H2EU20;CHINA
Yashima Denki Co., Ltd.;JP3931700003;;JAPAN
YTL Power International Berhad;MYL6742OO000;;MALAYSIA
Yuan Heng Gas Holdings Limited;BMG9877V1054;;HONG KONG
Yushiro Chemical Industry Co., Ltd.;JP3948400001;;JAPAN
Zhejiang Fuchunjiang Environmental Thermoelectric Co.,LTD.;CNE100000TY5;300300ZJ9XAPYGNULE92;CHINA
Zhejiang Hengtong Holding Co.,Ltd.;CNE0000010Q7;;CHINA
Zhejiang Weiming Environment Protection Co., Ltd.;CNE1000023N5;;CHINA
Zhejiang Zheneng Electric Power Co., Ltd.;CNE100001SP3;;CHINA
Zhengzhou Coal Mining Machinery Group Company Limited;CNE100000S58;;CHINA
Zhongman Petroleum and Natural Gas Group Corp.,Ltd.;CNE100002TK0;;CHINA
Zhongxing Tianheng Energy Technology (Beijing) Co.,Ltd.;CNE000000GD7;300300BTHY5BVQMI7X93;CHINA
Zhongyu Energy Holdings Limited;KYG9891U1334;549300OJ2D9GJSG6VJ15;HONG KONG
