DATA CRIAÇÃO;NÚMERO MM;OPER;TIPO;TIPO DE EMISSÃO;MOEDA;MONTANTE;VALOR BALANÇO;DATA INÍCIO;DATA FIM;CÓDIGO ACTIVO;NOME ACTIVO;ISIN;SECTOR INSTITUICIONAL;CONTA;TOTAL;DATA CONTABIL.;TAXA JURO;TOTAL MM;JURO CORRIDO;CÓDIGO PROGRAMA;BALCÃO;NIF CLIENTE;CONTA 074;TIPO TAXA;TAXA INTERVENÇÃO;SPREAD;INDEXANTE;VALOR INDEXANTE;ALTAMIRA;PRODUTO;SUBPRODUTO
11/10/2024;653549;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;11/10/2024;10/10/2025;PC1156_0001;PRIMUS 2024 - 1ª Emissão;PTPZ1AJM0017;1312000;PRIMUS CERAMICS, SA//;777618.50;11/10/2024;3.642;777618.50;10470.75;PC1156;6245;500222398;"	";Taxa Variável;3.642;0.85;EURIBOR12M;2.792;5100645795;113;EMP
15/10/2024;653644;Empréstimo;Papel Comercial;Prémio;EUR;6000000;6000000;16/10/2024;16/04/2025;PC1157_0001;MAREC - OUT 2024 - 1ª Emissão;PTME2PJM0003;1312000;MAREC - ESPACO CASA, S.A.//;6106136.33;15/10/2024;3.499;6106136.33;77561.17;PC1157;6390;507854551;"	";Taxa Variável;3.499;0.7;EURIBOR12M;2.799;7400548803;113;EMP
16/10/2024;653715;Empréstimo;Papel Comercial;Prémio;EUR;750000;50000;18/10/2024;04/04/2025;PC1082_0001;BEIRABAGA - 2024 - 1ª Emissão;PTB63AJM0000;1312000;BEIRABAGA - SOCIEDADE DE PRODUCAO E COMERCIALIZACA//;50850.03;16/10/2024;3.643;50850.03;662.82;PC1082;6247;504396498;"	";Taxa Variável;3.643;0.9;EURIBOR1Y0;2.743;7400171147;113;EMP
17/10/2024;653762;Empréstimo;Papel Comercial;Prémio;EUR;800000;800000;21/10/2024;22/04/2025;PC0905_0006;LOGISPACE - ABRIL 2022 - 6ª Emissão;PTL73FJM0001;1312000;LOGISPACE - LOGISTICA E TRANSPORTES S.A.//;805205.33;17/10/2024;1.28;805205.33;3640.89;PC0905;6586;508971446;"	";Taxa Fixa;1.28;;;;7400673774;113;EMP
18/10/2024;653882;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;22/10/2024;22/04/2025;PC1087_0002;TRANSPORTES CENTRAL POMBALENSE,LDA -2 - 2ª Emissão;PTT473JM0014;1310000;TRANSPORTES CENTRAL POMBALENSE,LDA//;2038199.78;18/10/2024;3.778;2038199.78;26655.89;PC1087;6586;500490023;"	";Taxa Variável;3.778;0.75;EURIBOR6M0;3.028;8027207159;113;EMP
21/10/2024;653920;Empréstimo;Papel Comercial;Prémio;EUR;750000;150000;23/10/2024;26/02/2025;PC1128_0004;TRANSGRANITOS 2024 - 4ª Emissão;PTT1GDJM0004;1312000;TRANSGRANITOS-MARMORES E GRANITOS ALTO TAMEGA,LDA//;151669.50;21/10/2024;3.18;151669.50;1669.5;PC1128;6228;502214244;"	";Taxa Variável;3.18;0.55;EURIBOR1Y0;2.63;8025832051;113;EMP
23/10/2024;654062;Empréstimo;Papel Comercial;Prémio;EUR;1000000;500000;22/10/2024;21/10/2025;PC1160_0001;EPORIFRUTAS,SA - 2024 - 1ª Emissão;PTEB2AJM0003;1312000;EPORIFRUTAS S.A.//;520014.94;23/10/2024;3.959;520014.94;6983.24;PC1160;6593;509808727;"	";Taxa Variável;3.959;1.25;EURIBOR12M;2.709;7401088214;113;EMP
23/10/2024;654074;Empréstimo;Papel Comercial;Prémio;EUR;17000000;12000000;25/10/2024;24/04/2025;PC0842_0021;GRUPADO MARTINIQUAISE - 2020 - 21ª Emissão;PTG13MJM0069;1312000;GRANVINHOS, LDA.//;12221664.67;23/10/2024;3.674;12221664.67;151858.67;PC0842;7102;500359423;"	";Taxa Variável;3.674;1;EURIBOR1Y0;2.674;784;113;EMP
24/10/2024;654103;Empréstimo;Papel Comercial;Prémio;EUR;800000;800000;25/10/2024;24/04/2025;PC0880_0007;GRUPADO FERPINTA 2021 - 7ª Emissão;PTF51RJM0019;1312000;Ferpinta Comercial//;803016.67;24/10/2024;0.75;803016.67;2066.67;PC0880;6226;513882669;"	";Taxa Fixa;0.75;;;;7401475729;113;EMP
24/10/2024;654108;Empréstimo;Papel Comercial;Prémio;EUR;2500000;2500000;28/10/2024;08/08/2025;PC1134_0001;JPM 2024 - 1ª Emissão;PTJ49HJM0004;1312000;JPM - AUTOMACAO INDUSTRIAL, LDA//;2566345.56;24/10/2024;3.364;2566345.56;28266.94;PC1134;6226;504496956;"	";Taxa Variável;3.364;0.75;EURIBOR1Y0;2.614;1700052634;113;EMP
25/10/2024;654195;Empréstimo;Papel Comercial;Desconto;EUR;125000000;125000000;28/10/2024;28/04/2025;PC0136_0911;REN SGPS 2008 I - 911ª Emissão;PTRE17JM0096;1310000;REN-REDES ENERGETICAS NACIONAIS SGPS SA//;125000000.00;25/10/2024;1.09;125000000.00;229602.82;PC0136;9411;503264032;"	31000050023416074";Taxa Fixa;1.09;;;;8029540733;113;EMP
25/10/2024;654196;Empréstimo;Papel Comercial;Desconto;EUR;125000000;125000000;28/10/2024;28/04/2025;PC1088_0002;REN SGPS 2008 II - 2ª Emissão;PTRE1VJM0096;1310000;REN-REDES ENERGETICAS NACIONAIS SGPS SA//;125000000.00;25/10/2024;3.47;125000000.00;722294.23;PC1088;9411;503264032;"	";Taxa Variável;3.47;0.55;EURIBOR6M;2.92;8029540733;113;EMP
25/10/2024;654217;Empréstimo;Papel Comercial;Prémio;EUR;1800000;1800000;29/10/2024;29/04/2025;PC1083_0002;CARTONAGEM TRINDADE - 2024 - 2ª Emissão;PTC98TJM0023;1312000;CARTONAGEM TRINDADE - INDUSTRIA S.A.//;1830166.50;25/10/2024;3.315;1830166.50;19890;PC1083;6226;509617964;"	";Taxa Variável;3.315;0.75;EURIBOR12M;2.565;7401009221;113;EMP
28/10/2024;654289;Empréstimo;Papel Comercial;Prémio;EUR;2000000;650000;29/10/2024;24/04/2025;PC1154_0002;LASKASAS 2024 - 2ª Emissão;PTL665JM0001;1312000;LASKASAS, S.A//;659955.02;28/10/2024;3.115;659955.02;6749.17;PC1154;6228;507272102;"	";Taxa Variável;3.115;0.55;EURIBOR12M;2.565;7400259429;113;EMP
28/10/2024;654292;Empréstimo;Papel Comercial;Prémio;EUR;40000000;21000000;30/10/2024;30/04/2025;PC0952_0012;GRUPADO CIMPOR 2022 - 12ª Emissão;PTCP4SJM0005;1312000;Cimpor Portugal Holdings, Sgps, S.A.//;21467664.17;28/10/2024;4.405;21467664.17;305780.42;PC0952;9405;515156108;"	";Taxa Variável;4.405;1.5;EURIBOR6M0;2.905;7402037154;113;EMP
28/10/2024;654325;Empréstimo;Papel Comercial;Prémio;EUR;6000000;1000000;28/10/2024;27/10/2025;PC1138_0001;GRUPADO FERPINTA TURISMO 2024 - 1ª Emissão;PTS71BJM0000;1312000;VILA BALEIRA PORTO SANTO SA//;1031486.00;28/10/2024;3.114;1031486.00;10466.5;PC1138;6226;511085133;"	";Taxa Variável;3.114;0.5;EURIBOR12M;2.614;2101706900;113;EMP
28/10/2024;654327;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;28/10/2024;15/04/2025;PC1158_0001;PETROTEC - 2024 - 1ª Emissão;PTP34QJM0028;1312000;PETROTEC-IMOVACAO E INDUSTRIA SA//;1528834.08;28/10/2024;4.09478;1528834.08;20644.62;PC1158;6246;501381201;"	";Taxa Variável;4.09478;1.15;EURIBOR3M;3.072;93605;113;EMP
29/10/2024;654367;Empréstimo;Papel Comercial;Prémio;EUR;100000;100000;28/10/2024;27/10/2025;PC0882_0004;ROCIM - AGROINDUSTRIA, LDA 2021 - 4ª Emissão;PTR68DJM0004;1312000;ROCIM AGROINDUSTRIA LDA//;103755.27;29/10/2024;3.714;103755.27;1248.32;PC0882;6594;502074400;"	";Taxa Variável;3.714;1.1;EURIBOR12M;2.614;8009309021;113;EMP
29/10/2024;654397;Empréstimo;Papel Comercial;Prémio;EUR;800000;800000;25/10/2024;29/04/2025;PC0881_0007;IBEROPINAR 2021 - 7ª Emissão;PTI58GJM0004;2310000;IBEROPINAR,SL//;805166.67;29/10/2024;1.25;805166.67;3444.44;PC0881;6594;;"	";Taxa Fixa;1.25;;;;7401680258;113;EMP
30/10/2024;654458;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;31/10/2024;30/04/2025;PC1164_0001;CLOROSOL - 1ª Emissão;PTCL5AJM0003;1312000;CLOROSOL - COMÉRCIO E INDÚSTRIA DE DETERGENTES, LDA.//;762734.10;30/10/2024;3.377;762734.10;8301.79;PC1164;6246;502759631;"	";Taxa Variável;3.377;0.8;EURIBOR12M;2.577;5100519559;113;EMP
04/11/2024;654644;Empréstimo;Papel Comercial;Prémio;EUR;350000;350000;06/11/2024;05/03/2025;PC0859_0014;GRUPADO RANGEL - 2021 - 14ª Emissão;PTG55PJM0008;1312000;GERASTRO, SGPS, S.A.//;351272.64;04/11/2024;1.1;351272.64;1197.78;PC0859;6210;503115690;"	";Taxa Fixa;1.1;;;;7401107055;113;EMP
05/11/2024;654752;Empréstimo;Papel Comercial;Prémio;EUR;5000000;3750000;07/11/2024;07/05/2025;PC0855_0013;GRUPADO BIAL - 2021 - 13ª Emissão;PTB21GJM0013;1312000;BIAL HOLDING S.A.//;3768854.17;05/11/2024;1;3768854.17;11562.5;PC0855;7102;504660063;"	";Taxa Fixa;1;;;;9002312457;113;EMP
05/11/2024;654753;Empréstimo;Papel Comercial;Prémio;EUR;5000000;1250000;07/11/2024;07/05/2025;PC0855_0014;GRUPADO BIAL - 2021 - 14ª Emissão;PTB061JM0028;1310000;Portela e Companhia, SA//;1256284.72;05/11/2024;1;1256284.72;3854.17;PC0855;7102;500220913;"	";Taxa Fixa;1;;;;4571000052;113;EMP
06/11/2024;654794;Empréstimo;Papel Comercial;Prémio;EUR;4300000;4300000;08/11/2024;12/05/2025;PC0886_0006;ATPS 2021 - 6ª Emissão;PTAT3FJM0007;1310000;ATPS - SOCIEDADE GESTORA DE PARTICIPACOES SOCIAIS, S.A.//;4343089.58;06/11/2024;1.95;4343089.58;25620.83;PC0886;7102;503997714;"	";Taxa Fixa;1.95;;;;7400241532;113;EMP
06/11/2024;654796;Empréstimo;Papel Comercial;Prémio;EUR;200000;50000;08/11/2024;12/05/2025;PC0885_0014;JMR & FILHOS - 2021 - 14ª Emissão;PTJ39AJM0086;1312000;JOAQUIM M. RIBEIRO & FILHOS, LDA//;50411.11;06/11/2024;1.6;50411.11;244.44;PC0885;6246;506052435;"	";Taxa Fixa;1.6;;;;1700090364;113;EMP
06/11/2024;654799;Empréstimo;Papel Comercial;Prémio;EUR;200000;50000;08/11/2024;12/08/2025;PC0885_0015;JMR & FILHOS - 2021 - 15ª Emissão;PTJ39NJM0081;1312000;JOAQUIM M. RIBEIRO & FILHOS, LDA//;50615.56;06/11/2024;1.6;50615.56;244.44;PC0885;6246;506052435;"	";Taxa Fixa;1.6;;;;1700090364;113;EMP
06/11/2024;654822;Empréstimo;Papel Comercial;Desconto;EUR;13500000;6000000;08/11/2024;07/05/2025;PC0064_0055;GRUPADO ENDUTEX - 55ª Emissão;PTE04TJM0040;1310000;ENDUTEX - SGPS, SA.//;6000000.00;06/11/2024;3.566;6000000.00;40874.54;PC0064;6246;500098115;"	31000310004229074";Taxa Variável;3.566;0.65;EURIBOR6M0;2.916;2249;113;EMP
06/11/2024;654843;Empréstimo;Papel Comercial;Prémio;EUR;200000;100000;08/11/2024;07/11/2025;PC0885_0016;JMR & FILHOS - 2021 - 16ª Emissão;PTJ395JM0085;1312000;JOAQUIM M. RIBEIRO & FILHOS, LDA//;101617.78;06/11/2024;1.6;101617.78;488.89;PC0885;6246;506052435;"	";Taxa Fixa;1.6;;;;1700090364;113;EMP
07/11/2024;654873;Empréstimo;Papel Comercial;Prémio;EUR;15000000;5000000;08/11/2024;10/03/2025;PC0871_0007;TEAK CAPITAL,SA - 2021 - 7ª Emissão;PTT63NJM0005;1310000;TEAK CAPITAL, S.A.//;5059368.08;07/11/2024;3.50369;5059368.08;53528.75;PC0871;7102;503872075;"	";Taxa Variável;3.50369;0.5;EURIBOR3M;3.049;7400219649;113;EMP
08/11/2024;654959;Empréstimo;Papel Comercial;Prémio;EUR;5500000;4000000;12/11/2024;12/05/2025;PC0856_0015;GRUPADO VIOLAS - 2021 - 15ª Emissão;PTVS3QJM0010;1312000;VIOLAS, SGPS, SA//;4025138.89;08/11/2024;1.25;4025138.89;14722.22;PC0856;7102;504221388;"	";Taxa Fixa;1.25;;;;7400154445;113;EMP
08/11/2024;654961;Empréstimo;Papel Comercial;Prémio;EUR;5500000;1500000;12/11/2024;12/05/2025;PC0856_0016;GRUPADO VIOLAS - 2021 - 16ª Emissão;PTC05DJM0072;1312000;COTESI - COMP. TEXTEIS SINTETICOS, S.A.//;1509427.08;08/11/2024;1.25;1509427.08;5520.83;PC0856;7102;500079420;"	";Taxa Fixa;1.25;;;;8001469849;113;EMP
12/11/2024;655102;Empréstimo;Papel Comercial;Prémio;EUR;15000000;1000000;14/11/2024;14/05/2025;PC0068_0143;GRUPADO GRAN CRUZ - 143ª Emissão;PTQ09VJM0005;1312000;Quinta do Ventozelo-Sociedade Agricola e Comercial S.A.//;1016350.33;12/11/2024;3.252;1016350.33;9394.67;PC0068;6581;503716138;"	31000310012909074";Taxa Variável;3.252;0.75;EURIBOR1Y0;2.502;44605;113;EMP
12/11/2024;655104;Empréstimo;Papel Comercial;Prémio;EUR;15000000;2000000;14/11/2024;14/05/2025;PC0068_0144;GRUPADO GRAN CRUZ - 144ª Emissão;PTH057JM0005;1312000;HENRIQUES & HENRIQUES - VINHOS SA//;2032700.67;12/11/2024;3.252;2032700.67;18789.33;PC0068;7102;511000634;"	31000310009350074";Taxa Variável;3.252;0.75;EURIBOR1Y0;2.502;8001088726;113;EMP
12/11/2024;655105;Empréstimo;Papel Comercial;Prémio;EUR;15000000;12000000;14/11/2024;14/05/2025;PC0068_0145;GRUPADO GRAN CRUZ - 145ª Emissão;PTG13HJM0066;1312000;GRANVINHOS, LDA.//;12196204.00;12/11/2024;3.252;12196204.00;112736;PC0068;7102;500359423;"	31000310007016074";Taxa Variável;3.252;0.75;EURIBOR1Y0;2.502;784;113;EMP
13/11/2024;655181;Empréstimo;Papel Comercial;Prémio;EUR;75000000;75000000;15/11/2024;15/05/2025;PC0918_0007;SONAE SGPS 2014 II - 7ª Emissão;PTSO8EJM0147;1312000;SONAE SGPS, S.A.//;75429875.00;13/11/2024;1.14;75429875.00;244625;PC0918;9411;500273170;"	";Taxa Fixa;1.14;;;;1124;113;EMP
13/11/2024;655227;Empréstimo;Papel Comercial;Prémio;EUR;75000000;52500000;15/11/2024;15/05/2025;PC0824_0012;SONAE SGPS 2020 - 12ª Emissão;PTSO97JM0146;1312000;SONAE SGPS, S.A.//;53452625.63;13/11/2024;3.609;53452625.63;542101.88;PC0824;9411;500273170;"	";Taxa Variável;3.609;0.83;EURIBOR6M0;2.779;1124;113;EMP
14/11/2024;655330;Empréstimo;Papel Comercial;Prémio;EUR;15000000;10000000;18/11/2024;16/05/2025;PC1166_0001;OGMA 2024 - 1ª Emissão;PTO03SJM0008;1312000;OGMA-INDUSTRIA AERONAUTICA DE PORTUGAL SA//;10224763.84;14/11/2024;4.52039;10224763.84;125566.67;PC1166;7103;500792828;"	";Taxa Variável;4.52039;1.75;EURIBOR3M;3.005;8028198233;113;EMP
20/11/2024;655627;Empréstimo;Papel Comercial;Prémio;EUR;600000;600000;22/11/2024;23/05/2025;PC0987_0003;GRUPADO DIVERSTOCK 2023 - 3ª Emissão;PTDV1CJM0002;1310000;DIVERSTOCK INVESTMENTS S.A.//;611117.17;20/11/2024;3.665;611117.17;5864;PC0987;6581;507987292;"	";Taxa Variável;3.665;1.2;EURIBOR1Y0;2.465;7401981709;113;EMP
20/11/2024;655631;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;20/11/2024;20/05/2025;PC0922_0006;GRUPADO TARHOL 2022 - 6ª Emissão;PTTH1PJM0002;1312000;TARHOL, SA//;758484.38;20/11/2024;2.25;758484.38;4593.75;PC0922;6581;514825979;"	";Taxa Fixa;2.25;;;;7401859475;113;EMP
20/11/2024;655661;Empréstimo;Papel Comercial;Prémio;EUR;2000000;2000000;20/11/2024;17/11/2025;PC1170_0001;A PADARIA PORTUGUESA 2024 - 1ª Emissão;PTPA5AJM0008;1312000;A PADARIA PORTUGUESA CQ - ACTIVIDADES HOTELEIRAS LDA//;2063993.56;20/11/2024;3.182;2063993.56;17324.22;PC1170;6704;509323065;"	";Taxa Variável;3.182;0.75;EURIBOR12M;2.432;7400738945;113;EMP
21/11/2024;655716;Empréstimo;Papel Comercial;Prémio;EUR;1400000;1400000;25/11/2024;23/05/2025;PC0921_0017;GRUPADO CORK SUPPLY 2022 - 17ª Emissão;PTC555JM0045;1312000;CORK SUPPLY PORTUGAL, SA//;1423898.19;21/11/2024;3.4331;1423898.19;12416.38;PC0921;6226;503383058;"	";Taxa Variável;3.4331;0.65;EURIBOR3M0;3.005;8030996066;113;EMP
25/11/2024;655852;Empréstimo;Papel Comercial;Prémio;EUR;750000;100000;27/11/2024;26/03/2025;PC1128_0005;TRANSGRANITOS 2024 - 5ª Emissão;PTT1GEJM0003;1312000;TRANSGRANITOS-MARMORES E GRANITOS ALTO TAMEGA,LDA//;100980.43;25/11/2024;2.966;100980.43;749.74;PC1128;6228;502214244;"	";Taxa Variável;2.966;0.55;EURIBOR1Y0;2.416;8025832051;113;EMP
25/11/2024;655853;Empréstimo;Papel Comercial;Desconto;EUR;10000000;3000000;27/11/2024;27/02/2025;PC0635_0221;BAPOP072 - Grupado Ascendum - 221ª Emissão;PTC48JJM0091;1312000;CENTROCAR-CENTRO EQUIPAMENTOS MECANICOS,SA//;3000000.00;25/11/2024;3.735;3000000.00;308.3;PC0635;7102;500061270;"	31000310016637074";Taxa Variável;3.735;0.75;EURIBOR3M0;2.985;8031173290;113;EMP
26/11/2024;655938;Empréstimo;Papel Comercial;Prémio;CHF;2100000;214500.21;27/11/2024;27/05/2025;PC0924_0011;LAMEIRINHO 2022 - 11ª Emissão;PTLA1UJM0056;1312000;LAMEIRINHO - IND.TEXTIL, SA//;201774.71;26/11/2024;1.7649;201774.71;892.26;PC0924;6246;500151539;"	";Taxa Variável;1.7649;0.6;IRCHSARON6M;1.1649;8002285436;113;EMP
26/11/2024;655939;Empréstimo;Papel Comercial;Prémio;JPY;2100000;185597.62;25/11/2024;27/05/2025;PC0924_0012;LAMEIRINHO 2022 - 12ª Emissão;PTLA1XJM0053;1312000;LAMEIRINHO - IND.TEXTIL, SA//;30153596.48;26/11/2024;1.00719;30153596.48;78058;PC0924;6246;500151539;"	";Taxa Variável;1.00719;0.6;IRJPYTOFR6M;0.40719;8002285436;113;EMP
26/11/2024;655968;Empréstimo;Papel Comercial;Prémio;EUR;950000;950000;27/11/2024;27/02/2025;PC1137_0002;GISLOTICA 2024 - 2ª Emissão;PTG62BJM0005;1312000;GISLOTICA PROJECTO E FABRICO DE SISTEMAS MECANICOS LDA//;958293.29;26/11/2024;3.416;958293.29;8203.14;PC1137;6210;505100851;"	";Taxa Variável;3.416;1;EURIBOR12M;2.416;7400038665;113;EMP
27/11/2024;656047;Empréstimo;Papel Comercial;Prémio;EUR;20000000;20000000;28/11/2024;26/02/2025;PC1100_0003;GRUPADO SUGAL 2023 - 3ª Emissão;PTSV4CJM0007;1312000;SUGAL B.V.//;20194650.00;27/11/2024;3.893;20194650.00;194650;PC1100;6239;;"	";Taxa Variável;3.893;1.5;EURIBOR12M;2.393;7401463975;113;EMP
27/11/2024;656070;Empréstimo;Papel Comercial;Prémio;EUR;4700000;4700000;29/11/2024;28/02/2025;PC1140_0002;PREH 2024 - 2ª Emissão;PTP1RBJM0001;1312000;PREH PORTUGAL//;4742615.55;27/11/2024;3.587;4742615.55;41678.95;PC1140;7102;500093822;"	";Taxa Variável;3.587;0.675;EURIBOR3M0;2.912;11134;113;EMP
27/11/2024;656072;Empréstimo;Papel Comercial;Prémio;EUR;3750000;500000;28/11/2024;26/05/2025;PC1092_0002;METALOVIANA – METALURGICA DE VIANA, S - 2ª Emissão;PTM3VRJM0002;1312000;METALOVIANA – Metalurgica de Viana, SA//;507565.24;27/11/2024;3.043;507565.24;3803.75;PC1092;6707;501349197;"	";Taxa Variável;3.043;0.65;EURIBOR12M;2.393;1700192879;113;EMP
27/11/2024;656073;Empréstimo;Papel Comercial;Prémio;EUR;11500000;6000000;29/11/2024;27/02/2025;PC1036_0017;GRUPADO SALVADOR CAETANO 2023 - 17ª Emissão;PTC68ZJM0088;1312000;Caetano Automotive Portugal//;6054961.50;27/11/2024;3.6641;6054961.50;54350.82;PC1036;7102;500003165;"	";Taxa Variável;3.6641;0.75;EURIBOR1M0;2.977;9000631658;113;EMP
27/11/2024;656074;Empréstimo;Papel Comercial;Prémio;EUR;1250000;1250000;29/11/2024;28/02/2025;PC0953_0009;TMG INDUSTRIA AUTOMOVEL 2022 - 9ª Emissão;PTT43MJM0027;1312000;TMG - TECIDOS PLASTIFICADOS E OUTROS REVESTIMENTOS PARA AINDUSTRIA AU//;1263659.48;27/11/2024;4.323;1263659.48;13359.27;PC0953;6246;503902128;"	";Taxa Variável;4.323;1.875;EURIBOR1Y0;2.448;5100624988;113;EMP
27/11/2024;656112;Empréstimo;Papel Comercial;Prémio;EUR;5000000;5000000;29/11/2024;29/04/2025;PC1172_0001;BRASMAR 2024 - 1ª Emissão;PTB031JM0025;1312000;BRASMAR - COMERCIO DE PRODUTOS ALIMENTARES, S.A.//;5071179.72;27/11/2024;3.394;5071179.72;41953.61;PC1172;7102;503066397;"	";Taxa Variável;3.394;0.7;EURIBOR6M;2.694;2100935090;113;EMP
27/11/2024;656127;Empréstimo;Papel Comercial;Prémio;EUR;1000000;1000000;28/11/2024;27/02/2025;PC1174_0001;BI-SILQUE 2024 - 1ª Emissão;PTB15XJM0036;1312000;BI-SILQUE - PRODUTOS DE COMUNICACAO VISUAL, S.A.//;1011496.33;27/11/2024;4.548;1011496.33;11370;PC1174;6245;500924902;"	";Taxa Variável;4.548;1.65;EURIBOR3M;2.898;51491;113;EMP
27/11/2024;656131;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;28/11/2024;27/05/2025;PC1024_0005;AUTOZITÂNIA - ACESSORIOS e SOBRESSALE - 5ª Emissão;PTA38RJM0053;1312000;AUTOZITANIA-ACESSORIOS SOBRESSALENTES SA//;763098.75;27/11/2024;3.493;763098.75;6549.38;PC1024;6593;501760555;"	";Taxa Variável;3.493;1.1;EURIBOR12M;2.393;8029710626;113;EMP
28/11/2024;656164;Empréstimo;Papel Comercial;Prémio;EUR;1050000;1000000;02/12/2024;30/05/2025;PC1023_0003;COBEL 2023 - 3ª Emissão;PTCO4CJM0006;1310000;COBEL - CONSTRUCOES ELECTRO-MECANICAS DA BEIRA S.A.//;1016547.56;28/11/2024;3.328;1016547.56;7950.22;PC1023;8071;500332657;"	";Taxa Variável;3.328;0.62;EURIBOR6M0;2.708;8001112388;113;EMP
28/11/2024;656176;Empréstimo;Papel Comercial;Prémio;EUR;1500000;1500000;28/11/2024;26/02/2025;PC1176_0001;ASPOCK 2024 - 1ª Emissão;PTA1KZJM0002;1312000;ASPOCK PORTUGAL, S.A.//;1511411.25;28/11/2024;3.043;1511411.25;11411.25;PC1176;6226;500643024;"	";Taxa Variável;3.043;0.65;EURIBOR12M;2.393;5100477402;113;EMP
28/11/2024;656197;Empréstimo;Papel Comercial;Prémio;EUR;750000;750000;29/11/2024;26/05/2025;PC1175_0001;CMM 2024 - 1ª Emissão;PTCM3AJM0003;1312000;CMM - CENTRO MEDICO DA MURTOSA - MEDICINA FISICA E DE REABILITACAO LDA//;764996.50;28/11/2024;4.044;764996.50;7498.25;PC1175;6245;507631870;"	";Taxa Variável;4.044;1.35;EURIBOR6M;2.694;7401034820;113;EMP
29/11/2024;656275;Empréstimo;Papel Comercial;Prémio;EUR;150000;150000;03/12/2024;03/03/2025;PC0805_0020;MOTRINDE - 2020 - 20ª Emissão;PTM1DVJM0018;1312000;MOTRINDE-MONTAGENS TECNICAS E REPARACOES INDUSTRIAIS S.A.//;150318.75;29/11/2024;0.85;150318.75;301.04;PC0805;6245;503357162;"	";Taxa Fixa;0.85;;;;8039091145;113;EMP
29/11/2024;656276;Empréstimo;Papel Comercial;Prémio;EUR;2100000;2100000;02/12/2024;28/02/2025;PC1101_0007;GRUPADO VALSABOR - 2024 - 7ª Emissão;PTE555JM0009;1312000;EUROESTE - S.A.//;2118033.40;29/11/2024;3.513;2118033.40;17623.55;PC1101;6239;501798722;"	";Taxa Variável;3.513;1.05;EURIBOR12M;2.463;8038828791;113;EMP
02/12/2024;656330;Empréstimo;Papel Comercial;Prémio;EUR;850000;850000;04/12/2024;04/03/2025;PC1073_0004;CASA DA MALHA - C5M, LDA - 2024 - 4ª Emissão;PTCM2DJM0001;1312000;CASA DA MALHA - C5M, LDA//;856653.38;02/12/2024;3.131;856653.38;6209.82;PC1073;6707;514084278;"	";Taxa Variável;3.131;0.7;EURIBOR1Y0;2.431;7401468159;113;EMP
02/12/2024;656332;Empréstimo;Papel Comercial;Prémio;EUR;700000;700000;29/11/2024;29/05/2025;PC1099_0002;MCGA PORTUGAL UNIPESSOAL, LDA - 2024 - 2ª Emissão;PTMC4BJM0001;1312000;MCGA PORTUGAL UNIPESSOAL, LDA//;711695.11;02/12/2024;3.323;711695.11;5750.64;PC1099;6226;501061096;"	";Taxa Variável;3.323;0.875;EURIBOR12M;2.448;2100611263;113;EMP
02/12/2024;656342;Empréstimo;Papel Comercial;Prémio;EUR;850000;850000;02/12/2024;03/03/2025;PC1005_0007;PORCELANAS COSTA VERDE S.A. 2023 - 7ª Emissão;PTP36HJM0001;1312000;PORCELANAS DA COSTA VERDE, SA//;857872.51;02/12/2024;3.664;857872.51;7439.96;PC1005;6245;502606576;"	";Taxa Variável;3.664;0.725;EURIBOR3M;2.939;8021383845;113;EMP
03/12/2024;656401;Empréstimo;Papel Comercial;Prémio;EUR;37500000;37500000;05/12/2024;05/06/2025;PC0518_0030;NOS SGPS I - 2017 - 30ª Emissão;PTZM81JM0188;1310000;NOS-SGPS SA//;38132070.83;03/12/2024;3.334;38132070.83;288252.08;PC0518;9411;504453513;"	31000310015845074";Taxa Variável;3.334;0.7;EURIBOR6M0;2.634;8046287003;113;EMP
03/12/2024;656403;Empréstimo;Papel Comercial;Prémio;EUR;800000;800000;05/12/2024;05/03/2025;PC0957_0009;GRUPADO SICOR 2022 - 9ª Emissão;PTS819JM0050;1312000;Sicor-Sociedade Industrial Cordoaria S.A.//;807758.00;03/12/2024;3.879;807758.00;7154.6;PC0957;6245;500247323;"	";Taxa Variável;3.879;1;EURIBOR3M0;2.879;2576;113;EMP
04/12/2024;656492;Empréstimo;Papel Comercial;Prémio;EUR;400000;400000;06/12/2024;06/03/2025;PC0889_0011;CUDELL - DEZEMBRO 2021 - 11ª Emissão;PTCU2KJM0005;1312000;CUDELL - OUTDOOR SOLUTIONS, S.A.//;401100.00;04/12/2024;1.1;401100.00;1002.22;PC0889;6581;500132453;"	";Taxa Fixa;1.1;;;;8002781944;113;EMP
05/12/2024;656531;Empréstimo;Papel Comercial;Prémio;EUR;17000000;5000000;06/12/2024;24/04/2025;PC0842_0022;GRUPADO MARTINIQUAISE - 2020 - 22ª Emissão;PTG13LJM0060;1312000;GRANVINHOS, LDA.//;5064635.00;05/12/2024;3.348;5064635.00;38130;PC0842;7102;500359423;"	";Taxa Variável;3.348;1;EURIBOR12M;2.348;784;113;EMP
